survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV025062,C003,CUST03444,2023-04-20,8,Better design,Features,Design,Yes
SRV025063,C007,CUST06493,2024-05-06,8,Better performance,Design,Software,Yes
SRV025064,C009,CUST08922,2023-05-22,8,Longer battery life,Price,Design,Yes
SRV025065,C010,CUST02090,2024-11-04,7,Better performance,Quality,Customer support,Yes
SRV025066,C008,CUST03940,2023-01-20,7,More smart features,Price,Price,Yes
SRV025067,C004,CUST05764,2024-04-26,2,Longer battery life,Features,Performance,No
SRV025068,C010,CUST09242,2025-09-28,4,Longer battery life,Features,Comfort,No
SRV025069,C001,CUST09320,2025-12-18,4,Better software,Quality,Software,No
SRV025070,C010,CUST01979,2023-06-03,8,Improved comfort,Durability,Price,Yes
SRV025071,C009,CUST09491,2023-04-15,5,Better design,Brand reputation,Software,No
SRV025072,C008,CUST04239,2024-05-23,6,Improved comfort,Features,Software,No
SRV025073,C001,CUST06362,2023-05-15,1,Better performance,Price,Software,No
SRV025074,C002,CUST06382,2025-01-20,8,Improved comfort,Features,Durability,Yes
SRV025075,C002,CUST09172,2024-05-15,5,Improved durability,Price,Price,No
SRV025076,C001,CUST05002,2023-02-14,3,Improved durability,Brand reputation,Design,No
SRV025077,C003,CUST08507,2025-06-03,3,More smart features,Design,Design,No
SRV025078,C001,CUST07461,2024-12-29,7,Better design,Features,Price,Yes
SRV025079,C007,CUST02354,2023-09-11,2,Improved comfort,Price,Price,No
SRV025080,C004,CUST04736,2024-09-24,8,Longer battery life,Customer reviews,Price,Yes
SRV025081,C004,CUST07491,2023-01-06,2,Better software,Price,Price,No
SRV025082,C007,CUST01982,2023-09-09,4,Longer battery life,Performance,Performance,No
SRV025083,C005,CUST05542,2024-10-20,9,Lower price,Customer reviews,Performance,Yes
SRV025084,C007,CUST06524,2025-06-11,2,Better design,Durability,Design,No
SRV025085,C004,CUST00078,2023-01-17,4,Better software,Durability,Comfort,No
SRV025086,C010,CUST02331,2024-11-23,4,Better performance,Durability,Comfort,No
SRV025087,C007,CUST07430,2023-05-23,10,Better performance,Brand reputation,Price,Yes
SRV025088,C010,CUST04470,2025-12-25,3,Improved comfort,Customer reviews,Software,No
SRV025089,C004,CUST05828,2024-11-08,6,Lower price,Features,Price,No
SRV025090,C002,CUST08186,2025-04-16,9,Improved comfort,Durability,Customer support,Yes
SRV025091,C009,CUST00627,2023-12-06,6,Better performance,Customer reviews,Software,No
SRV025092,C005,CUST08903,2025-12-25,7,Improved comfort,Performance,Software,Yes
SRV025093,C003,CUST06322,2023-01-26,9,Better design,Quality,Software,Yes
SRV025094,C005,CUST08229,2025-08-20,1,Better performance,Performance,Comfort,No
SRV025095,C003,CUST06618,2023-12-17,3,Better design,Brand reputation,Design,No
SRV025096,C005,CUST07247,2023-03-27,2,Longer battery life,Quality,Design,No
SRV025097,C006,CUST07484,2024-11-04,4,Improved durability,Quality,Price,No
SRV025098,C009,CUST01249,2025-08-15,9,Better performance,Durability,Battery life,Yes
SRV025099,C004,CUST01170,2023-01-25,1,Improved comfort,Design,Battery life,No
SRV025100,C009,CUST06145,2023-03-19,8,Better performance,Durability,Battery life,Yes
SRV025101,C004,CUST09756,2023-10-16,9,Longer battery life,Brand reputation,Comfort,Yes
SRV025102,C003,CUST03119,2023-06-12,8,Longer battery life,Price,Design,Yes
SRV025103,C005,CUST01244,2025-07-11,5,Better performance,Durability,Price,No
SRV025104,C007,CUST01813,2025-11-29,6,Improved comfort,Design,Durability,No
SRV025105,C008,CUST07857,2023-02-12,5,Lower price,Price,Price,No
SRV025106,C002,CUST04971,2023-06-02,9,Longer battery life,Customer reviews,Price,Yes
SRV025107,C006,CUST07574,2025-11-04,7,More smart features,Brand reputation,Performance,Yes
SRV025108,C004,CUST00865,2025-01-13,10,Improved durability,Quality,Durability,Yes
SRV025109,C002,CUST08543,2023-05-19,4,Improved durability,Brand reputation,Customer support,No
SRV025110,C009,CUST04646,2023-04-24,5,Longer battery life,Quality,Battery life,No
SRV025111,C010,CUST00530,2025-11-22,4,Better software,Performance,Battery life,No
SRV025112,C009,CUST07101,2024-11-25,7,Improved durability,Brand reputation,Software,Yes
SRV025113,C009,CUST02460,2024-08-03,4,Better performance,Brand reputation,Customer support,No
SRV025114,C008,CUST02893,2023-01-23,2,Longer battery life,Design,Battery life,No
SRV025115,C008,CUST01750,2025-01-25,9,Better software,Durability,Customer support,Yes
SRV025116,C009,CUST00742,2023-10-09,10,Lower price,Brand reputation,Customer support,Yes
SRV025117,C007,CUST04070,2024-11-14,8,Improved comfort,Performance,Software,Yes
SRV025118,C009,CUST06082,2023-05-13,5,Better design,Design,Customer support,No
SRV025119,C004,CUST07025,2023-11-05,2,Lower price,Customer reviews,Design,No
SRV025120,C004,CUST01054,2023-07-11,9,Longer battery life,Brand reputation,Performance,Yes
SRV025121,C010,CUST09771,2024-02-25,5,Improved durability,Brand reputation,Price,No
SRV025122,C003,CUST05225,2023-08-16,10,Improved comfort,Quality,Comfort,Yes
SRV025123,C005,CUST02844,2024-05-20,9,Better software,Performance,Battery life,Yes
SRV025124,C010,CUST03220,2024-04-29,4,Lower price,Durability,Comfort,No
SRV025125,C008,CUST08965,2024-04-19,7,Better design,Durability,Durability,Yes
SRV025126,C007,CUST01559,2024-06-25,10,Better design,Features,Software,Yes
SRV025127,C009,CUST00873,2024-12-20,9,More smart features,Quality,Performance,Yes
SRV025128,C005,CUST01501,2024-05-15,6,Longer battery life,Design,Design,No
SRV025129,C008,CUST00736,2025-04-28,2,Improved durability,Quality,Design,No
SRV025130,C009,CUST08293,2024-01-12,1,Longer battery life,Design,Customer support,No
SRV025131,C001,CUST05668,2023-04-03,5,Longer battery life,Price,Comfort,No
SRV025132,C001,CUST04090,2024-02-29,7,More smart features,Durability,Price,Yes
SRV025133,C010,CUST05298,2023-07-23,7,Better performance,Design,Software,Yes
SRV025134,C007,CUST01346,2025-04-16,2,More smart features,Performance,Customer support,No
SRV025135,C008,CUST00886,2024-12-26,4,Longer battery life,Quality,Price,No
SRV025136,C009,CUST07298,2023-06-21,9,More smart features,Brand reputation,Performance,Yes
SRV025137,C004,CUST07441,2025-11-26,2,Longer battery life,Features,Battery life,No
SRV025138,C003,CUST01187,2025-11-25,8,More smart features,Brand reputation,Software,Yes
SRV025139,C004,CUST08143,2023-12-13,8,Better software,Performance,Durability,Yes
SRV025140,C008,CUST00714,2024-09-17,7,More smart features,Features,Performance,Yes
SRV025141,C002,CUST06178,2024-06-08,1,Longer battery life,Customer reviews,Software,No
SRV025142,C009,CUST01601,2025-04-21,3,Longer battery life,Performance,Performance,No
SRV025143,C003,CUST04664,2025-06-03,2,Longer battery life,Performance,Comfort,No
SRV025144,C008,CUST01037,2023-10-24,8,Better software,Performance,Software,Yes
SRV025145,C001,CUST06078,2025-03-04,4,Improved comfort,Customer reviews,Comfort,No
SRV025146,C010,CUST06383,2025-01-31,2,Longer battery life,Price,Durability,No
SRV025147,C005,CUST02682,2024-04-05,3,Improved durability,Brand reputation,Performance,No
SRV025148,C008,CUST04251,2024-12-26,3,Better design,Price,Battery life,No
SRV025149,C007,CUST03300,2025-04-11,4,Better software,Quality,Design,No
SRV025150,C001,CUST02413,2023-01-20,8,Better design,Price,Price,Yes
SRV025151,C006,CUST02056,2025-10-04,8,Better software,Brand reputation,Customer support,Yes
SRV025152,C008,CUST03414,2023-10-29,7,Longer battery life,Features,Battery life,Yes
SRV025153,C002,CUST08246,2025-07-01,4,Lower price,Brand reputation,Software,No
SRV025154,C010,CUST01288,2024-02-29,3,Better performance,Customer reviews,Comfort,No
SRV025155,C008,CUST06689,2023-05-17,9,Better software,Quality,Customer support,Yes
SRV025156,C003,CUST02378,2024-04-07,5,Better software,Quality,Comfort,No
SRV025157,C004,CUST00631,2025-02-21,4,Lower price,Brand reputation,Battery life,No
SRV025158,C008,CUST08894,2023-02-22,8,Better design,Price,Software,Yes
SRV025159,C008,CUST09343,2025-11-19,8,Better design,Brand reputation,Customer support,Yes
SRV025160,C009,CUST09328,2025-01-03,9,Improved durability,Performance,Price,Yes
SRV025161,C005,CUST02028,2023-06-08,2,Longer battery life,Customer reviews,Design,No
SRV025162,C010,CUST07307,2023-02-15,1,Better design,Customer reviews,Performance,No
SRV025163,C009,CUST09569,2024-12-29,4,Improved durability,Customer reviews,Price,No
SRV025164,C007,CUST04347,2025-04-24,2,Better software,Quality,Battery life,No
SRV025165,C009,CUST05846,2024-04-18,9,Lower price,Durability,Design,Yes
SRV025166,C004,CUST04671,2023-12-11,2,Improved durability,Customer reviews,Performance,No
SRV025167,C001,CUST05364,2024-10-27,3,Improved comfort,Performance,Customer support,No
SRV025168,C002,CUST03535,2024-07-19,6,Lower price,Features,Durability,No
SRV025169,C003,CUST07943,2024-10-17,8,Improved durability,Durability,Customer support,Yes
SRV025170,C002,CUST01045,2025-09-07,5,Better performance,Design,Comfort,No
SRV025171,C006,CUST07799,2025-09-08,10,Improved durability,Features,Performance,Yes
SRV025172,C005,CUST02902,2025-12-07,8,Better software,Durability,Customer support,Yes
SRV025173,C006,CUST04346,2023-06-23,2,Better performance,Performance,Software,No
SRV025174,C006,CUST06035,2024-07-02,8,Longer battery life,Brand reputation,Performance,Yes
SRV025175,C001,CUST05682,2025-01-07,10,Improved comfort,Features,Durability,Yes
SRV025176,C008,CUST06099,2024-06-30,5,More smart features,Brand reputation,Battery life,No
SRV025177,C008,CUST04476,2023-02-08,9,Longer battery life,Design,Software,Yes
SRV025178,C009,CUST01215,2024-04-02,2,Better software,Brand reputation,Design,No
SRV025179,C006,CUST07041,2025-01-01,7,Improved durability,Price,Design,Yes
SRV025180,C001,CUST09758,2023-02-21,8,Improved comfort,Features,Software,Yes
SRV025181,C003,CUST00233,2025-09-23,4,Better software,Features,Comfort,No
SRV025182,C006,CUST08864,2025-07-16,2,Lower price,Design,Price,No
SRV025183,C005,CUST08386,2023-11-09,8,Longer battery life,Features,Performance,Yes
SRV025184,C002,CUST07449,2023-10-24,8,Lower price,Price,Software,Yes
SRV025185,C001,CUST08471,2023-03-18,1,More smart features,Quality,Battery life,No
SRV025186,C003,CUST02822,2025-05-24,2,Improved comfort,Design,Software,No
SRV025187,C010,CUST07364,2023-07-11,8,Better performance,Durability,Customer support,Yes
SRV025188,C008,CUST00028,2023-12-11,2,Better software,Customer reviews,Comfort,No
SRV025189,C004,CUST05523,2024-03-31,4,Improved durability,Features,Performance,No
SRV025190,C001,CUST05617,2023-03-07,6,Improved durability,Customer reviews,Customer support,No
SRV025191,C002,CUST09090,2024-12-20,7,Lower price,Price,Customer support,Yes
SRV025192,C010,CUST05379,2025-03-13,7,More smart features,Performance,Software,Yes
SRV025193,C001,CUST09597,2024-12-23,8,Better performance,Quality,Performance,Yes
SRV025194,C010,CUST01708,2025-08-06,5,Better software,Brand reputation,Durability,No
SRV025195,C010,CUST07051,2025-07-25,1,Better performance,Design,Design,No
SRV025196,C009,CUST04525,2023-01-15,3,Better performance,Durability,Battery life,No
SRV025197,C006,CUST08664,2025-03-25,3,Improved comfort,Design,Battery life,No
SRV025198,C002,CUST04718,2025-07-05,4,Better performance,Features,Customer support,No
SRV025199,C003,CUST02469,2024-07-02,9,Improved durability,Quality,Customer support,Yes
SRV025200,C010,CUST02856,2023-10-24,7,Improved durability,Design,Durability,Yes
SRV025201,C003,CUST05954,2024-02-03,8,Better performance,Performance,Battery life,Yes
SRV025202,C010,CUST01050,2024-04-20,3,Better software,Brand reputation,Design,No
SRV025203,C002,CUST06465,2024-09-28,10,Better software,Quality,Customer support,Yes
SRV025204,C008,CUST01498,2024-03-02,10,More smart features,Customer reviews,Customer support,Yes
SRV025205,C003,CUST02960,2024-06-27,1,Improved comfort,Customer reviews,Performance,No
SRV025206,C005,CUST05843,2024-01-04,8,Improved comfort,Features,Performance,Yes
SRV025207,C005,CUST03822,2023-01-23,6,More smart features,Performance,Software,No
SRV025208,C006,CUST06575,2025-12-29,1,More smart features,Quality,Software,No
SRV025209,C007,CUST02412,2023-12-21,4,Better software,Customer reviews,Battery life,No
SRV025210,C007,CUST03865,2023-08-09,2,Better performance,Brand reputation,Performance,No
SRV025211,C001,CUST01325,2025-06-06,10,More smart features,Quality,Battery life,Yes
SRV025212,C006,CUST09214,2025-01-04,9,Lower price,Brand reputation,Software,Yes
SRV025213,C006,CUST05809,2024-10-23,2,More smart features,Brand reputation,Price,No
SRV025214,C005,CUST01155,2025-06-13,6,Lower price,Price,Battery life,No
SRV025215,C010,CUST05174,2025-08-29,10,Improved durability,Durability,Durability,Yes
SRV025216,C007,CUST01320,2025-05-26,3,Improved durability,Features,Comfort,No
SRV025217,C006,CUST00644,2023-12-01,6,More smart features,Features,Durability,No
SRV025218,C007,CUST03980,2025-08-14,7,Improved durability,Price,Comfort,Yes
SRV025219,C006,CUST07913,2023-02-19,9,Better software,Quality,Battery life,Yes
SRV025220,C003,CUST01436,2024-06-13,9,Better software,Quality,Customer support,Yes
SRV025221,C001,CUST03901,2025-05-26,3,Better software,Design,Design,No
SRV025222,C010,CUST02996,2023-02-20,1,Longer battery life,Brand reputation,Design,No
SRV025223,C007,CUST06774,2025-12-09,1,Improved comfort,Price,Software,No
SRV025224,C010,CUST08344,2025-06-23,8,Improved durability,Features,Design,Yes
SRV025225,C005,CUST09200,2023-07-28,2,Better software,Customer reviews,Software,No
SRV025226,C001,CUST00843,2025-01-08,8,Improved comfort,Customer reviews,Comfort,Yes
SRV025227,C001,CUST08872,2024-08-22,4,Improved comfort,Design,Comfort,No
SRV025228,C005,CUST09589,2024-07-29,6,Longer battery life,Price,Battery life,No
SRV025229,C003,CUST05155,2025-01-24,7,Better performance,Features,Battery life,Yes
SRV025230,C001,CUST03445,2023-01-14,8,Improved comfort,Performance,Durability,Yes
SRV025231,C005,CUST02923,2025-09-16,3,Longer battery life,Features,Durability,No
SRV025232,C002,CUST06512,2025-11-29,9,Improved durability,Price,Performance,Yes
SRV025233,C005,CUST03380,2024-01-20,6,More smart features,Price,Customer support,No
SRV025234,C005,CUST03464,2024-08-04,1,Lower price,Performance,Design,No
SRV025235,C008,CUST03225,2024-01-03,7,Better design,Features,Software,Yes
SRV025236,C003,CUST01685,2025-10-28,10,Better performance,Price,Battery life,Yes
SRV025237,C005,CUST08483,2023-09-25,6,Lower price,Design,Durability,No
SRV025238,C005,CUST04041,2025-04-14,9,Better software,Durability,Comfort,Yes
SRV025239,C003,CUST00226,2024-09-21,9,More smart features,Performance,Durability,Yes
SRV025240,C004,CUST03165,2024-10-16,7,Lower price,Brand reputation,Price,Yes
SRV025241,C009,CUST03427,2024-03-06,1,Better software,Price,Design,No
SRV025242,C009,CUST07576,2024-05-23,5,More smart features,Features,Design,No
SRV025243,C003,CUST09792,2023-08-18,10,Better performance,Customer reviews,Software,Yes
SRV025244,C006,CUST00690,2025-10-26,9,Improved comfort,Features,Software,Yes
SRV025245,C005,CUST02705,2024-07-28,3,Better software,Customer reviews,Customer support,No
SRV025246,C006,CUST06212,2023-07-14,8,Better software,Durability,Customer support,Yes
SRV025247,C006,CUST05648,2023-09-30,1,Improved durability,Customer reviews,Software,No
SRV025248,C006,CUST02371,2023-11-02,4,Better software,Design,Design,No
SRV025249,C001,CUST05129,2024-03-25,8,Lower price,Quality,Durability,Yes
SRV025250,C006,CUST03605,2023-01-07,1,More smart features,Durability,Durability,No
SRV025251,C005,CUST00100,2024-02-29,8,Better software,Performance,Comfort,Yes
SRV025252,C001,CUST05599,2023-11-18,3,Lower price,Brand reputation,Performance,No
SRV025253,C007,CUST07086,2024-05-27,9,More smart features,Performance,Design,Yes
SRV025254,C008,CUST06151,2025-10-23,7,Lower price,Durability,Software,Yes
SRV025255,C007,CUST04367,2023-03-23,7,Longer battery life,Brand reputation,Design,Yes
SRV025256,C010,CUST02909,2024-05-18,1,Better design,Brand reputation,Software,No
SRV025257,C007,CUST01532,2024-06-03,4,Improved comfort,Price,Software,No
SRV025258,C008,CUST02492,2024-06-21,3,Lower price,Quality,Price,No
SRV025259,C008,CUST01911,2024-10-06,10,Lower price,Performance,Design,Yes
SRV025260,C005,CUST06109,2025-07-06,2,Better design,Price,Performance,No
SRV025261,C007,CUST03498,2023-09-27,4,Longer battery life,Customer reviews,Durability,No
SRV025262,C004,CUST01232,2024-07-28,8,Longer battery life,Price,Customer support,Yes
SRV025263,C004,CUST06834,2023-12-16,4,Better performance,Quality,Software,No
SRV025264,C010,CUST02766,2024-09-26,10,Improved comfort,Durability,Customer support,Yes
SRV025265,C010,CUST04167,2025-10-08,4,Longer battery life,Price,Design,No
SRV025266,C010,CUST06928,2025-02-13,10,Better performance,Quality,Durability,Yes
SRV025267,C002,CUST03543,2023-08-25,3,More smart features,Features,Design,No
SRV025268,C004,CUST08897,2025-05-16,6,Better performance,Brand reputation,Comfort,No
SRV025269,C002,CUST00511,2025-12-10,7,Longer battery life,Quality,Comfort,Yes
SRV025270,C009,CUST08153,2023-03-30,2,Improved durability,Features,Customer support,No
SRV025271,C005,CUST04489,2023-09-22,5,Better design,Design,Battery life,No
SRV025272,C007,CUST01600,2025-09-25,9,Lower price,Performance,Durability,Yes
SRV025273,C002,CUST08845,2024-03-21,6,More smart features,Price,Performance,No
SRV025274,C007,CUST09528,2024-01-08,9,Longer battery life,Design,Comfort,Yes
SRV025275,C003,CUST04494,2025-06-27,1,Better software,Design,Durability,No
SRV025276,C007,CUST06401,2024-06-08,4,Longer battery life,Features,Performance,No
SRV025277,C003,CUST07464,2025-04-16,1,Better design,Price,Design,No
SRV025278,C005,CUST02627,2025-07-05,3,Better performance,Design,Price,No
SRV025279,C005,CUST08509,2023-07-29,5,Longer battery life,Durability,Price,No
